3	172.239819697
3.02	172.6742030303
3.04	176.2466280303
3.06	173.303444697
3.08	172.6454030303
3.1	174.598694697
3.12	178.2435030303
3.14	178.6310863637
3.16	180.0116280303
3.18	183.2937363637
3.2	183.4825780303
3.22	189.250794697
3.24	188.6244613637
3.26	195.0121613637
3.28	199.132544697
3.3	202.986494697
3.32	208.628744697
3.34	206.2709613637
3.36	213.192444697
3.38	217.981794697
3.4	219.6994863637
3.42	223.3759530303
3.44	226.2925863637
3.46	234.305619697
3.48	238.566994697
3.5	242.911194697
3.52	246.4547113637
3.54	251.950069697
3.56	259.719194697
3.58	265.9852113637
3.6	268.1688280303
3.62	269.1278613637
3.64	275.7034613637
3.66	280.608544697
3.68	283.6226280303
3.7	279.082319697
3.72	280.9243280303
3.74	281.293319697
3.76	280.5628280303
3.78	275.7900280303
3.8	271.005294697
3.82	266.518544697
3.84	262.4084030303
3.86	251.0969030303
3.88	245.1149863637
3.9	239.593044697
3.92	230.7176113637
3.94	221.3636530303
3.96	214.5057530303
3.98	206.4598613637
4	200.8465863637
4.02	194.378119697
4.04	186.095869697
4.06	179.9254530303
4.08	174.6432780303
4.1	168.7569863637
4.12	166.6499113637
4.14	161.3371613637
4.16	157.2709863637
4.18	151.3761280303
4.2	150.852444697
4.22	144.912919697
4.24	144.4282030303
4.26	139.5342113637
4.28	136.5469863637
4.3	133.2447863637
4.32	129.155569697
4.34	129.9865780303
4.36	126.210794697
4.38	126.5240280303
4.4	123.2374863637
4.42	118.884869697
4.44	118.4399030303
4.46	116.568319697
4.48	117.0979113637
4.5	114.1118780303
4.52	111.4653613637
4.54	109.5002530303
4.56	108.0522530303
4.58	108.5741530303
4.6	106.786244697
4.62	106.0329113637
4.64	103.5009613637
4.66	103.7645030303
4.68	102.2571530303
4.7	103.1712363637
4.72	100.3087030303
4.74	99.8809530303
4.76	100.6965280303
4.78	98.419744697
4.8	98.1704030303
4.82	97.0054030303
4.84	94.8283280303
4.86	94.2821613637
4.88	92.7998613637
4.9	91.8017530303
4.92	93.4669113637
4.94	91.8258280303
4.96	90.4202113637
4.98	89.733494697
5	89.8746530303
5.02	88.6495780303
5.04	89.536319697
5.06	90.5004613637
5.08	89.0075280303
5.1	88.8309113637
5.12	87.028569697
5.14	86.240744697
5.16	87.6436113637
5.18	87.266794697
5.2	88.0784863637
5.22	87.076619697
5.24	86.815569697
5.26	87.014994697
5.28	87.3327530303
5.3	87.515919697
5.32	86.7488613637
5.34	87.9937530303
5.36	86.713919697
5.38	86.620819697
5.4	86.8885780303
5.42	87.499419697
5.44	86.7783613637
5.46	86.8533280303
5.48	88.861494697
5.5	90.276194697
5.52	89.507119697
5.54	90.4470780303
5.56	91.8190280303
5.58	92.5315280303
5.6	94.335744697
5.62	94.7400780303
5.64	95.468994697
5.66	97.060194697
5.68	95.174369697
5.7	97.3162530303
5.72	97.5377363637
5.74	99.5832530303
5.76	100.5709530303
5.78	102.3189530303
5.8	103.602244697
5.82	103.1232530303
5.84	106.818369697
5.86	107.6232030303
5.88	111.8867030303
5.9	114.5935780303
5.92	117.8329613637
5.94	119.2398363637
5.96	121.119169697
5.98	127.470044697
6	128.6556530303
6.02	134.0481113637
6.04	135.2182780303
6.06	137.4297113637
6.08	140.9890280303
6.1	142.8752113637
6.12	146.2022030303
6.14	149.9012863637
6.16	150.855294697
6.18	150.631994697
6.2	149.9460280303
